,fecha,producto,categoria,cantidad,precio_unitario,medida,total,cantidad_log
335,2024-01-14,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
336,2024-03-19,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
337,2023-09-20,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
338,2024-10-27,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
339,2023-06-13,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
340,2024-11-04,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
341,2024-09-30,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
342,2024-02-19,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
343,2024-05-12,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
344,2023-05-10,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
345,2024-02-13,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
346,2024-05-04,Leche entera,Granos,6,5.0,u,30.0,1.9459101490553132
347,2023-06-17,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
348,2024-03-05,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
349,2023-08-04,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
350,2023-08-28,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
351,2023-12-02,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
352,2024-09-02,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
353,2024-06-19,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
354,2024-10-27,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
355,2024-01-25,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
356,2023-05-28,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
357,2024-06-04,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
358,2024-06-18,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
359,2024-11-14,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
360,2024-02-08,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
361,2024-07-19,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
362,2023-09-03,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
363,2023-10-04,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
364,2023-11-20,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
365,2023-12-12,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
366,2023-12-08,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
367,2023-03-11,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
368,2023-09-12,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
369,2023-11-03,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
370,2024-07-13,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
371,2023-11-02,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
372,2024-07-15,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
373,2023-03-18,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
374,2023-12-27,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
375,2024-04-18,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
376,2024-01-08,Bolsas,Panadería,6,0.35,u,2.1,1.9459101490553132
377,2024-03-12,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
378,2024-09-17,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
379,2024-02-16,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
380,2024-09-14,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
381,2024-02-24,Carne molida,Aceites,7,0.8,kg,5.6,2.0794415416798357
382,2023-12-03,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
383,2023-11-13,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
384,2023-07-02,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
385,2024-01-18,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
386,2024-08-30,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
387,2023-09-13,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
388,2024-07-08,Bolsas,Panadería,7,0.35,u,2.45,2.0794415416798357
389,2024-10-24,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
390,2024-11-01,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
391,2023-06-11,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
392,2023-12-29,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
393,2024-03-04,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
394,2024-01-04,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
395,2024-08-28,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
396,2023-12-06,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
397,2023-04-25,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
398,2023-12-25,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
399,2024-07-15,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
400,2023-03-13,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
401,2023-12-17,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
402,2024-07-03,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
403,2024-02-12,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
404,2023-04-22,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
405,2024-07-02,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
406,2023-05-06,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
407,2024-07-16,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
408,2024-10-11,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
409,2023-08-03,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
410,2024-09-27,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
411,2023-05-27,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
412,2023-06-30,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
413,2024-04-30,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
414,2024-10-31,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
415,2023-10-18,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
416,2024-03-24,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
417,2024-05-27,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
418,2024-10-23,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
419,2024-01-07,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
420,2024-11-25,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
421,2024-11-14,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
422,2023-09-29,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
423,2023-11-26,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
424,2023-08-08,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
425,2023-08-25,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
426,2023-05-16,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
427,2023-03-03,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
428,2024-06-04,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
429,2024-06-24,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
430,2023-04-03,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
431,2023-12-21,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
432,2024-06-07,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
433,2023-10-26,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
434,2024-11-30,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
435,2023-09-19,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
436,2023-06-26,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
437,2023-10-17,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
438,2023-11-28,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
439,2023-05-13,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
440,2023-08-17,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
441,2024-10-30,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
442,2023-12-21,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
443,2023-07-06,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
444,2024-01-06,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
445,2023-12-04,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
446,2024-09-03,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
447,2024-05-22,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
448,2024-11-02,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
449,2024-05-16,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
450,2024-11-08,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
451,2023-03-27,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
452,2023-10-21,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
453,2024-10-22,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
454,2023-12-01,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
455,2023-04-11,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
456,2024-06-24,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
457,2024-05-26,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
458,2023-09-02,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
459,2024-05-20,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
460,2023-06-02,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
461,2024-02-20,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
462,2024-02-05,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
463,2023-06-16,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
464,2024-02-01,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
465,2024-07-20,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
466,2024-04-14,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
467,2023-04-07,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
468,2023-05-30,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
469,2023-11-14,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
470,2023-06-27,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
471,2024-08-08,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
472,2024-09-06,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
473,2024-04-27,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
474,2023-09-09,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
475,2024-03-05,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
476,2024-07-23,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
477,2023-04-22,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
478,2023-11-29,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
479,2023-07-13,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
480,2024-05-22,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
481,2023-07-03,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
482,2024-11-13,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
483,2023-08-10,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
484,2024-09-15,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
485,2024-09-16,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
486,2023-06-04,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
487,2023-06-25,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
488,2023-06-29,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
489,2024-07-23,Papas precocinadas,Lácteos,6,3.15,u,18.9,1.9459101490553132
490,2024-08-03,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
491,2024-04-29,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
492,2024-06-26,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
493,2024-06-10,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
494,2023-07-27,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
495,2023-09-12,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
496,2024-08-02,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
497,2023-05-11,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
498,2024-04-28,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
499,2024-08-01,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
500,2023-03-03,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
501,2023-12-31,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
502,2024-10-14,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
503,2023-07-31,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
504,2024-09-02,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
505,2024-02-17,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
506,2024-09-16,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
507,2024-03-21,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
508,2024-01-24,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
509,2023-10-31,Bolsas,Panadería,6,0.35,u,2.1,1.9459101490553132
510,2024-03-27,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
511,2024-04-24,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
512,2024-01-20,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
513,2024-03-25,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
514,2023-08-03,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
515,2023-04-07,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
516,2024-07-27,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
517,2024-02-03,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
518,2024-05-24,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
519,2024-08-20,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
520,2023-03-16,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
521,2024-04-23,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
522,2023-05-16,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
523,2023-11-27,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
524,2024-11-28,Carne molida,Aceites,6,0.8,kg,4.8,1.9459101490553132
525,2023-05-22,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
526,2024-08-28,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
527,2024-01-19,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
528,2024-09-05,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
529,2024-11-22,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
530,2023-10-27,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
531,2023-10-19,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
532,2024-05-18,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
533,2023-06-11,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
534,2023-08-18,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
535,2023-03-30,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
536,2024-01-27,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
537,2023-12-26,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
538,2024-03-18,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
539,2023-07-28,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
540,2024-08-25,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
541,2024-09-30,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
542,2023-08-22,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
543,2023-05-20,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
544,2024-03-26,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
545,2023-11-02,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
546,2024-10-18,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
547,2023-10-24,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
548,2023-11-16,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
549,2023-11-17,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
550,2024-06-19,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
551,2024-09-10,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
552,2023-05-15,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
554,2024-01-01,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
555,2023-11-12,Refresco,Carnes,7,0.45,u,3.15,2.0794415416798357
556,2024-01-04,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
557,2024-03-28,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
558,2023-06-18,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
559,2024-03-25,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
560,2024-03-02,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
561,2023-12-28,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
562,2023-03-23,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
563,2023-12-07,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
564,2024-09-30,Leche entera,Granos,7,5.0,u,35.0,2.0794415416798357
565,2024-11-10,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
566,2023-12-19,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
567,2024-11-11,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
568,2023-10-11,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
569,2024-11-25,Bolsas,Panadería,6,0.35,u,2.1,1.9459101490553132
570,2023-07-19,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
571,2023-04-10,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
572,2024-05-25,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
573,2024-10-14,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
574,2023-07-13,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
575,2023-12-28,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
576,2024-04-29,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
577,2023-09-22,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
578,2024-09-03,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
579,2024-08-25,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
580,2023-12-05,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
581,2023-11-19,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
582,2023-12-28,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
583,2023-06-26,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
584,2023-05-17,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
585,2023-10-18,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
586,2024-09-21,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
587,2023-06-01,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
588,2023-03-15,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
589,2024-08-31,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
590,2024-06-08,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
591,2023-11-24,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
592,2024-03-25,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
593,2023-06-19,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
594,2024-06-25,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
595,2024-11-24,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
596,2024-01-30,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
597,2023-10-13,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
598,2024-06-18,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
600,2023-07-22,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
601,2023-04-08,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
602,2024-07-17,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
603,2023-06-08,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
604,2024-09-01,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
605,2024-04-01,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
606,2024-03-14,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
607,2024-05-03,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
608,2023-08-06,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
609,2023-06-10,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
610,2024-11-20,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
611,2023-12-12,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
612,2024-03-14,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
613,2024-05-28,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
614,2023-10-28,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
615,2023-06-10,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
616,2024-09-08,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
617,2023-05-02,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
618,2023-12-08,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
619,2023-07-04,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
620,2023-06-02,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
621,2024-11-01,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
622,2023-04-21,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
623,2023-11-05,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
624,2024-09-29,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
626,2023-09-29,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
627,2023-10-08,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
628,2024-01-31,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
629,2024-10-31,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
630,2023-12-09,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
631,2023-07-12,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
632,2023-11-12,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
633,2023-06-21,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
634,2023-07-13,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
635,2024-03-01,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
636,2024-10-23,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
637,2023-03-17,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
638,2023-11-27,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
639,2023-07-08,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
640,2024-08-20,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
641,2023-05-05,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
642,2024-06-02,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
643,2024-08-07,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
644,2023-06-20,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
645,2024-07-28,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
646,2024-11-19,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
647,2024-08-15,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
648,2024-06-12,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
649,2023-05-02,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
650,2024-04-15,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
651,2023-06-19,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
652,2024-05-28,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
653,2023-05-22,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
654,2024-11-12,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
655,2023-05-07,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
656,2023-12-07,Papas precocinadas,Lácteos,6,3.15,u,18.9,1.9459101490553132
657,2024-10-20,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
658,2024-01-27,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
659,2024-11-01,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
660,2023-12-27,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
661,2024-07-30,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
662,2024-05-14,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
663,2023-06-26,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
664,2023-10-07,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
665,2024-06-05,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
666,2024-04-27,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
667,2024-06-07,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
668,2024-04-29,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
669,2024-01-15,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
670,2024-01-15,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
671,2024-03-18,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
672,2024-06-28,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
